Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-medicationrequests-xml,5,4,0
Cross.table-name-medications,5,2,0
Cross.table-name-medications-json,5,3,0
Cross.table-name-medications-xml,5,4,0
Cross.table-name-medicationstatements,5,1,0
Cross.table-name-medicationstatements-json,5,2,0
Cross.table-name-medicationstatements-xml,5,3,0
Cross.table-name-medicinalproductauthorizations,5,0,0
Cross.table-name-medicinalproductauthorizations-json,5,0,0
Cross.table-name-medicinalproductauthorizations-xml,5,0,0
Cross.table-name-medicinalproductcontraindications,5,0,0
Cross.table-name-medicinalproductcontraindications-json,5,1,0
Cross.table-name-medicinalproductcontraindications-xml,5,2,0
Cross.table-name-medicinalproductindications,5,1,0
Cross.table-name-medicinalproductindications-json,5,2,0
Cross.table-name-medicinalproductindications-xml,5,2,0
Cross.table-name-medicinalproductingredients,5,0,0
Cross.table-name-medicinalproductingredients-json,5,0,0
Cross.table-name-medicinalproductingredients-xml,5,1,0
Cross.table-name-medicinalproductinteractions,5,1,0
Cross.table-name-medicinalproductinteractions-json,5,1,0
Cross.table-name-medicinalproductinteractions-xml,5,2,0
Cross.table-name-medicinalproductmanufactureds,5,1,0
Cross.table-name-medicinalproductmanufactureds-json,5,2,0
Cross.table-name-medicinalproductmanufactureds-xml,5,2,0
Cross.table-name-medicinalproductpackageds,5,1,0
Cross.table-name-medicinalproductpackageds-json,5,1,0
Cross.table-name-medicinalproductpackageds-xml,5,3,0
Cross.table-name-medicinalproductpharmaceuticals,5,0,0
Cross.table-name-medicinalproductpharmaceuticals-json,5,2,0
Cross.table-name-medicinalproductpharmaceuticals-xml,5,3,0
Cross.table-name-medicinalproducts,5,1,0
Cross.table-name-medicinalproducts-json,5,2,0
Cross.table-name-medicinalproducts-xml,5,2,0
Cross.table-name-medicinalproductundesirableeffects,5,1,0
Cross.table-name-medicinalproductundesirableeffects-json,5,1,0
Cross.table-name-medicinalproductundesirableeffects-xml,5,2,0
Cross.table-name-messagedefinitions,5,3,0
Cross.table-name-messagedefinitions-json,5,5,0
Cross.table-name-messagedefinitions-xml,5,5,0
Cross.table-name-messageheaders,5,1,0
Cross.table-name-messageheaders-json,5,3,0
Cross.table-name-messageheaders-xml,5,3,0
Cross.table-name-molecularsequences,5,3,0
Cross.table-name-molecularsequences-json,5,3,0
Cross.table-name-molecularsequences-xml,5,3,0
Cross.table-name-namingsystems,5,1,0
Cross.table-name-namingsystems-json,5,1,0
Cross.table-name-namingsystems-xml,5,2,0
Cross.table-name-nutritionorders,5,0,0
Cross.table-name-nutritionorders-json,5,1,0
Cross.table-name-nutritionorders-xml,5,3,0
Cross.table-name-observationdefinitions,5,0,0
Cross.table-name-observationdefinitions-json,5,1,0
Cross.table-name-observationdefinitions-xml,5,2,0
Cross.table-name-observations,5,1,0
Cross.table-name-observations-json,5,1,0
Cross.table-name-observations-xml,5,1,0
Cross.table-name-operationdefinitions,5,0,0
Cross.table-name-operationdefinitions-json,5,3,0
Cross.table-name-operationdefinitions-xml,5,3,0
Cross.table-name-operationoutcomes,5,0,0
Cross.table-name-operationoutcomes-json,5,0,0
Cross.table-name-operationoutcomes-xml,5,1,0
Cross.table-name-organizationaffiliations,5,0,0
Cross.table-name-organizationaffiliations-json,5,0,0
Cross.table-name-organizationaffiliations-xml,5,2,0
Cross.table-name-organizations,5,0,0
Cross.table-name-organizations-json,5,1,0
Cross.table-name-organizations-xml,5,2,0
Cross.table-name-parameters,5,1,0
Cross.table-name-parameters-json,5,1,0
Cross.table-name-parameters-xml,5,1,0
Cross.table-name-patients,5,3,660
Cross.table-name-patients-json,5,4,685
Cross.table-name-patients-xml,5,4,680
Cross.table-name-paymentnotices,5,2,0
Cross.table-name-paymentnotices-json,5,2,0
Cross.table-name-paymentnotices-xml,5,4,0
Cross.table-name-paymentreconciliations,5,1,0
Cross.table-name-paymentreconciliations-json,5,1,0
Cross.table-name-paymentreconciliations-xml,5,3,0
Cross.table-name-people,5,0,0
Cross.table-name-people-json,5,1,0
Cross.table-name-people-xml,5,1,0
Cross.table-name-plandefinitions,5,1,0
Cross.table-name-plandefinitions-json,5,1,0
Cross.table-name-plandefinitions-xml,5,3,0
Cross.table-name-practitionerroles,5,0,0
Cross.table-name-practitionerroles-json,5,1,0
Cross.table-name-practitionerroles-xml,5,2,0
Cross.table-name-practitioners,5,0,0
Cross.table-name-practitioners-json,5,1,0
Cross.table-name-practitioners-xml,5,2,0
Cross.table-name-procedures,5,0,0
Cross.table-name-procedures-json,5,2,0
Cross.table-name-procedures-xml,5,2,0
Cross.table-name-provenances,5,2,0
Cross.table-name-provenances-json,5,3,0
Cross.table-name-provenances-xml,5,4,0
Cross.table-name-questionnaireresponses,5,2,0
Cross.table-name-questionnaireresponses-json,5,2,0
Cross.table-name-questionnaireresponses-xml,5,3,0
Cross.table-name-questionnaires,5,3,735
Cross.table-name-questionnaires-json,5,3,760
Cross.table-name-questionnaires-xml,5,3,755
Cross.table-name-relatedpeople,5,1,0
Cross.table-name-relatedpeople-json,5,2,0
Cross.table-name-relatedpeople-xml,5,2,0
Cross.table-name-requestgroups,5,0,0
Cross.table-name-requestgroups-json,5,1,0
Cross.table-name-requestgroups-xml,5,1,0
Cross.table-name-requirements,5,2,0
Cross.table-name-requirements-json,5,2,0
Cross.table-name-requirements-xml,5,4,0
Cross.table-name-researchdefinitions,5,1,0
Cross.table-name-researchdefinitions-json,5,1,0
Cross.table-name-researchdefinitions-xml,5,2,0
Cross.table-name-researchelementdefinitions,5,1,0
Cross.table-name-researchelementdefinitions-json,5,2,0
Cross.table-name-researchelementdefinitions-xml,5,2,0
Cross.table-name-researchstudies,5,1,0
Cross.table-name-researchstudies-json,5,2,0
Cross.table-name-researchstudies-xml,5,2,0
Cross.table-name-researchsubjects,5,1,0
Cross.table-name-researchsubjects-json,5,1,0
Cross.table-name-researchsubjects-xml,5,2,0
Cross.table-name-riskassessments,5,0,0
Cross.table-name-riskassessments-json,5,1,0
Cross.table-name-riskassessments-xml,5,1,0
Cross.table-name-riskevidencesyntheses,5,0,0
Cross.table-name-riskevidencesyntheses-json,5,1,0
Cross.table-name-riskevidencesyntheses-xml,5,2,0
Cross.table-name-schedules,5,0,0
Cross.table-name-schedules-json,5,1,0
Cross.table-name-schedules-xml,5,1,0
Cross.table-name-searchparameters,5,0,0
Cross.table-name-searchparameters-json,5,2,0
Cross.table-name-searchparameters-xml,5,4,0
Cross.table-name-servicerequests,5,0,0
Cross.table-name-servicerequests-json,5,2,0
Cross.table-name-servicerequests-xml,5,3,0
Cross.table-name-slots,5,0,0
Cross.table-name-slots-json,5,0,0
Cross.table-name-slots-xml,5,2,0
Cross.table-name-specimen,5,0,0
Cross.table-name-specimen-json,5,1,0
Cross.table-name-specimen-xml,5,3,0
Cross.table-name-specimendefinitions,5,2,0
Cross.table-name-specimendefinitions-json,5,2,0
Cross.table-name-specimendefinitions-xml,5,2,0
Cross.table-name-structuredefinitions,5,1,540
Cross.table-name-structuredefinitions-json,5,3,565
Cross.table-name-structuredefinitions-xml,5,3,560
Cross.table-name-structuremaps,5,1,0
Cross.table-name-structuremaps-json,5,1,0
Cross.table-name-structuremaps-xml,5,1,0
Cross.table-name-subscriptions,5,1,0
Cross.table-name-subscriptions-json,5,2,0
Cross.table-name-subscriptions-xml,5,3,0
Cross.table-name-subscriptiontopics,5,1,0
Cross.table-name-subscriptiontopics-json,5,3,0
Cross.table-name-subscriptiontopics-xml,5,4,0
Cross.table-name-substancenucleicacids,5,0,0
Cross.table-name-substancenucleicacids-json,5,1,0
Cross.table-name-substancenucleicacids-xml,5,1,0
Cross.table-name-substancepolymers,5,0,0
Cross.table-name-substancepolymers-json,5,2,0
Cross.table-name-substancepolymers-xml,5,2,0
Cross.table-name-substanceproteins,5,1,0
Cross.table-name-substanceproteins-json,5,2,0
Cross.table-name-substanceproteins-xml,5,2,0
Cross.table-name-substancereferenceinformations,5,2,0
Cross.table-name-substancereferenceinformations-json,5,2,0
Cross.table-name-substancereferenceinformations-xml,5,3,0
Cross.table-name-substances,5,0,0
Cross.table-name-substances-json,5,2,0
Cross.table-name-substances-xml,5,2,0
Cross.table-name-substancesourcematerials,5,0,0
Cross.table-name-substancesourcematerials-json,5,1,0
Cross.table-name-substancesourcematerials-xml,5,2,0
Cross.table-name-substancespecifications,5,0,0
Cross.table-name-substancespecifications-json,5,1,0
Cross.table-name-substancespecifications-xml,5,2,0
Cross.table-name-supplydeliveries,5,1,0
Cross.table-name-supplydeliveries-json,5,2,0
Cross.table-name-supplydeliveries-xml,5,3,0
Cross.table-name-supplyrequests,5,2,0
Cross.table-name-supplyrequests-json,5,3,0
Cross.table-name-supplyrequests-xml,5,3,0
Cross.table-name-tasks,5,0,0
Cross.table-name-tasks-json,5,2,0
Cross.table-name-tasks-xml,5,3,0
Cross.table-name-terminologycapabilities,5,0,0
Cross.table-name-terminologycapabilities-json,5,0,0
Cross.table-name-terminologycapabilities-xml,5,2,0
Cross.table-name-testplans,5,0,0
Cross.table-name-testplans-json,5,2,0
Cross.table-name-testplans-xml,5,4,0
Cross.table-name-testreports,5,1,0
Cross.table-name-testreports-json,5,2,0
Cross.table-name-testreports-xml,5,3,0
Cross.table-name-testscripts,5,1,0
Cross.table-name-testscripts-json,5,3,0
Cross.table-name-testscripts-xml,5,3,0
Cross.table-name-valuesets,5,1,1030
Cross.table-name-valuesets-json,5,1,1055
Cross.table-name-valuesets-xml,5,3,1050
Cross.table-name-verificationresults,5,2,0
Cross.table-name-verificationresults-json,5,2,0
Cross.table-name-verificationresults-xml,5,3,0
Cross.table-name-visionprescriptions,5,0,0
Cross.table-name-visionprescriptions-json,5,1,0
Cross.table-name-visionprescriptions-xml,5,1,0
Cross.table-namingsystems,5,1,0
Cross.table-namingsystems-json,5,2,0
Cross.table-namingsystems-xml,5,2,0
Cross.table-nutritionorders,5,0,0
Cross.table-nutritionorders-json,5,3,0
Cross.table-nutritionorders-xml,5,3,0
Cross.table-observationdefinitions,5,2,0
Cross.table-observationdefinitions-json,5,2,0
Cross.table-observationdefinitions-xml,5,2,0
Cross.table-observations,5,0,0
Cross.table-observations-json,5,1,0
Cross.table-observations-xml,5,1,0
Cross.table-operationdefinitions,5,1,0
Cross.table-operationdefinitions-json,5,2,0
Cross.table-operationdefinitions-xml,5,3,0
Cross.table-operationoutcomes,5,1,0
Cross.table-operationoutcomes-json,5,1,0
Cross.table-operationoutcomes-xml,5,3,0
Cross.table-organizationaffiliations,5,0,0
Cross.table-organizationaffiliations-json,5,1,0
Cross.table-organizationaffiliations-xml,5,2,0
Cross.table-organizations,5,2,0
Cross.table-organizations-json,5,2,0
Cross.table-organizations-xml,5,3,0
Cross.table-parameters,5,0,0
Cross.table-parameters-json,5,0,0
Cross.table-parameters-xml,5,2,0
Cross.table-patients,5,3,660
Cross.table-patients-json,5,4,685
Cross.table-patients-xml,5,4,680
Cross.table-paymentnotices,5,1,0
Cross.table-paymentnotices-json,5,2,0
Cross.table-paymentnotices-xml,5,2,0
Cross.table-paymentreconciliations,5,1,0
Cross.table-paymentreconciliations-json,5,3,0
Cross.table-paymentreconciliations-xml,5,3,0
Cross.table-people,5,1,0
Cross.table-people-json,5,1,0
Cross.table-people-xml,5,2,0
Cross.table-plandefinitions,5,1,0
Cross.table-plandefinitions-json,5,1,0
Cross.table-plandefinitions-xml,5,2,0
Cross.table-practitionerroles,5,0,0
Cross.table-practitionerroles-json,5,0,0
Cross.table-practitionerroles-xml,5,1,0
Cross.table-practitioners,5,2,0
Cross.table-practitioners-json,5,2,0
Cross.table-practitioners-xml,5,3,0
Cross.table-procedures,5,2,0
Cross.table-procedures-json,5,2,0
Cross.table-procedures-xml,5,3,0
Cross.table-profiles,5,1,540
Cross.table-profiles-mm,5,1,585
Cross.table-provenances,5,2,0
Cross.table-provenances-json,5,2,0
Cross.table-provenances-xml,5,2,0
Cross.table-questionnaireresponses,5,2,0
Cross.table-questionnaireresponses-json,5,3,0
Cross.table-questionnaireresponses-xml,5,4,0
Cross.table-questionnaires,5,1,735
Cross.table-questionnaires-json,5,4,760
Cross.table-questionnaires-xml,5,4,755
Cross.table-relatedpeople,5,2,0
Cross.table-relatedpeople-json,5,2,0
Cross.table-relatedpeople-xml,5,2,0
Cross.table-requestgroups,5,2,0
Cross.table-requestgroups-json,5,2,0
Cross.table-requestgroups-xml,5,3,0
Cross.table-requirements,5,1,0
Cross.table-requirements-json,5,1,0
Cross.table-requirements-xml,5,2,0
Cross.table-researchdefinitions,5,0,0
Cross.table-researchdefinitions-json,5,0,0
Cross.table-researchdefinitions-xml,5,1,0
Cross.table-researchelementdefinitions,5,0,0
Cross.table-researchelementdefinitions-json,5,2,0
Cross.table-researchelementdefinitions-xml,5,3,0
Cross.table-researchstudies,5,0,0
Cross.table-researchstudies-json,5,1,0
Cross.table-researchstudies-xml,5,1,0
Cross.table-researchsubjects,5,1,0
Cross.table-researchsubjects-json,5,1,0
Cross.table-researchsubjects-xml,5,2,0
Cross.table-riskassessments,5,0,0
Cross.table-riskassessments-json,5,0,0
Cross.table-riskassessments-xml,5,1,0
Cross.table-riskevidencesyntheses,5,1,0
Cross.table-riskevidencesyntheses-json,5,1,0
Cross.table-riskevidencesyntheses-xml,5,1,0
Cross.table-schedules,5,1,0
Cross.table-schedules-json,5,1,0
Cross.table-schedules-xml,5,3,0
Cross.table-searchparameters,5,0,0
Cross.table-searchparameters-json,5,1,0
Cross.table-searchparameters-xml,5,3,0
Cross.table-servicerequests,5,0,0
Cross.table-servicerequests-json,5,1,0
Cross.table-servicerequests-xml,5,2,0
Cross.table-slots,5,1,0
Cross.table-slots-json,5,1,0
Cross.table-slots-xml,5,3,0
Cross.table-specimen,5,0,0
Cross.table-specimen-json,5,2,0
Cross.table-specimen-xml,5,3,0
Cross.table-specimendefinitions,5,2,0
Cross.table-specimendefinitions-json,5,2,0
Cross.table-specimendefinitions-xml,5,2,0
Cross.table-structuredefinitions,5,1,540
Cross.table-structuredefinitions-json,5,2,565
Cross.table-structuredefinitions-xml,5,2,560
Cross.table-structuremaps,5,0,0
Cross.table-structuremaps-json,5,1,0
Cross.table-structuremaps-xml,5,1,0
Cross.table-subscriptions,5,0,0
Cross.table-subscriptions-json,5,0,0
Cross.table-subscriptions-xml,5,1,0
Cross.table-subscriptiontopics,5,1,0
Cross.table-subscriptiontopics-json,5,2,0
Cross.table-subscriptiontopics-xml,5,4,0
Cross.table-substancenucleicacids,5,1,0
Cross.table-substancenucleicacids-json,5,3,0
Cross.table-substancenucleicacids-xml,5,3,0
Cross.table-substancepolymers,5,2,0
Cross.table-substancepolymers-json,5,2,0
Cross.table-substancepolymers-xml,5,3,0
Cross.table-substanceproteins,5,1,0
Cross.table-substanceproteins-json,5,2,0
Cross.table-substanceproteins-xml,5,2,0
Cross.table-substancereferenceinformations,5,1,0
Cross.table-substancereferenceinformations-json,5,1,0
Cross.table-substancereferenceinformations-xml,5,3,0
Cross.table-substances,5,1,0
Cross.table-substances-json,5,2,0
Cross.table-substances-xml,5,3,0
Cross.table-substancesourcematerials,5,0,0
Cross.table-substancesourcematerials-json,5,0,0
Cross.table-substancesourcematerials-xml,5,1,0
Cross.table-substancespecifications,5,3,0
Cross.table-substancespecifications-json,5,3,0
Cross.table-substancespecifications-xml,5,3,0
Cross.table-supplydeliveries,5,2,0
Cross.table-supplydeliveries-json,5,3,0
Cross.table-supplydeliveries-xml,5,3,0
Cross.table-supplyrequests,5,0,0
Cross.table-supplyrequests-json,5,1,0
Cross.table-supplyrequests-xml,5,2,0
Cross.table-tasks,5,1,0
Cross.table-tasks-json,5,2,0
Cross.table-tasks-xml,5,2,0
Cross.table-terminologycapabilities,5,0,0
Cross.table-terminologycapabilities-json,5,0,0
Cross.table-terminologycapabilities-xml,5,2,0
Cross.table-testplans,5,2,0
Cross.table-testplans-json,5,3,0
Cross.table-testplans-xml,5,4,0
Cross.table-testreports,5,1,0
Cross.table-testreports-json,5,2,0
Cross.table-testreports-xml,5,2,0
Cross.table-testscripts,5,0,0
Cross.table-testscripts-json,5,2,0
Cross.table-testscripts-xml,5,3,0
Cross.table-valuesets,5,0,1030
Cross.table-valuesets-json,5,1,1055
Cross.table-valuesets-xml,5,2,1050
Cross.table-verificationresults,5,0,0
Cross.table-verificationresults-json,5,1,0
Cross.table-verificationresults-xml,5,2,0
Cross.table-visionprescriptions,5,1,0
Cross.table-visionprescriptions-json,5,1,0
Cross.table-visionprescriptions-xml,5,2,0
Cross.valueset-list,5,0,2030
Cross.valueset-ref-all-list,5,8,14125
Cross.valueset-ref-list,5,0,4265
File.file,30,3,27216
Questionnaire.dict,6,22,44706
Questionnaire.form,6,405,43536
Questionnaire.links,6,13,6407
Questionnaire.logic,6,18,80763
Questionnaire.responses,6,0,0
Questionnaire.summary,6,22,4462
Questionnaire.summary-table,6,2,4462
Questionnaire.tree,6,35,152688
Resource.contained-index,30,0,792
Resource.history,36,1,0
Resource.html,36,12,399336
Resource.ip-statements,29,11,1918
Resource.json-html,30,193,2490594
Resource.maturity,29,0,0
Resource.status,29,3,10210
Resource.ttl-html,30,175,3392230
Resource.validate,30,1,5256
Resource.xml-html,30,149,3703066
StructureDefinition.-typename,6,0,41
StructureDefinition.adl,12,2,0
StructureDefinition.changes,6,1,0
StructureDefinition.class-table,6,10,38417
StructureDefinition.crumbs,6,1,708
StructureDefinition.ctxts,6,0,54
StructureDefinition.dict,6,337,855501
StructureDefinition.dict-active,6,286,855501
StructureDefinition.dict-diff,6,30,36041
StructureDefinition.dict-key,6,99,273605
StructureDefinition.dict-ms,6,15,47691
StructureDefinition.diff,12,19,160180
StructureDefinition.diff-bindings,12,9,63744
StructureDefinition.diff-obligations,24,4,32272
StructureDefinition.eview,12,35,38760
StructureDefinition.example-list,6,0,792
StructureDefinition.example-list-all,6,1,1188
StructureDefinition.example-table,6,0,1368
StructureDefinition.example-table-all,6,0,2052
StructureDefinition.expansion,6,148,897058
StructureDefinition.experimental-warning,6,0,1788
StructureDefinition.grid,6,10,41081
StructureDefinition.header,6,4,2835
StructureDefinition.inv,6,3,13217
StructureDefinition.inv-diff,6,1,0
StructureDefinition.inv-key,6,1,11765
StructureDefinition.json-schema,6,0,588
StructureDefinition.maps,6,71,570137
StructureDefinition.other-versions,6,0,0
StructureDefinition.pseudo-json,6,10,138883
StructureDefinition.pseudo-ttl,6,0,564
StructureDefinition.pseudo-xml,6,0,546
